date,security_id,12M_MOMENTUM,R&D_EXP,SALES,TOTAL_ASSETS,WEEKLY_MOMENTUM
1997-04-08,1961774,0.5001620954,,85450288.18,46358789.63,-0.2266430486
1997-04-14,1954245,-0.2419354839,,14863000,7481000,-0.1296296296
1997-04-15,2047493,0.4070941221,,4722185867,22401744827,-0.06486111294
1997-04-18,1988064,0.05559278553,,34264820559,195350477412,-0.009371372984
1997-04-22,2008340,0.06882113507,,1855699649,1790499391,0.0898892292
1997-04-28,1954107,0.09549832546,,,74138.62094,0.4981758712
1997-04-30,1989464,0.2953577665,,7893523228,355479145473,-0.02292130262
1997-05-23,1981117,-0.1674927542,,21620937000,87850339000,-0.04843204482
1997-05-28,1954065,0.8073326173,,57703287,45994764,0
1997-06-27,1976320,0.4572218203,,804918461.7,628900322.7,-0.03745691371
1997-06-29,1955280,0.6092893685,,1537709.736,35196198.34,0.03760759387
1997-10-14,1957233,0.3316568031,,171615073.1,659105308.8,-0.03126326142
1997-12-29,2048071,0.36,,13314000,7264000,0.632
1997-12-30,1956162,0.4568249588,,5490428124,165672815872,0.04760152663
1997-12-31,1954165,,880000000,7785000000,5006000000,
1998-01-30,2021670,,,2573135558,4322895207,0.04372614848
1998-02-13,1996562,0.4942697829,,3672300987,2354309211,-0.0006842737655
1998-02-28,1988574,-0.3255863405,,26951600.1,59457330.56,0.000189421799
1998-02-28,1988560,0.00538617303,,4542213884,6788696060,0.05878137748
1998-03-01,1984920,1.73482539,100403580.9,881777712.6,715783191.5,0.2085915249
1998-03-01,1983365,,,321368220.9,1058150298,0
1998-03-01,1966585,0.6442292077,,1303737005,2428350660,0.02185793682
1998-03-01,1996480,0.2165677246,,3752123938,4346576712,0.02099989481
1998-03-01,1971519,0.4887220602,,8545688201,8242953001,0.008345921298
1998-03-01,2047493,0.8822086222,,5858387187,38656223658,0.03017108891
1998-03-01,1972156,,403000000,78224000000,69147000000,
1998-03-13,1954739,0.4352413279,,173906315,196845161,-0.03389838455
1998-03-13,1967753,0.3691867881,,1186866000,19843685000,0.02694003613
1998-03-16,1989464,0.6681973199,,12411467116,465138617201,0.03122106124
1998-03-26,1954416,0.7272727273,,1391587000,1039108000,0.0145631068
1998-03-30,1954291,,12485000,147758000,149006000,0.02460923462
1998-03-31,1954245,-0.5178571429,,17823000,9985000,-0.06896551724
1998-03-31,1969036,-0.2031259577,,65105172,249519435,0.07368346705
1998-04-30,1988064,0.9367386709,,74638009050,401582878627,-0.001233613238
1998-05-20,1981117,0.8972591756,,21735837000,93243056000,0.002360202833
1998-05-28,1954065,0.1553362113,,75479456,57901650,-0.009090637938
1998-06-11,1955072,-0.72340801,,12974.62758,900646.2145,-0.3810793302
1998-06-26,1976320,-0.679555695,,658052539.4,469450087.6,-0.07277293038
1998-06-29,1955280,0.05089512959,,3032962.435,21291425.17,-0.0005425958885
1998-10-31,1958970,,4406000,31605000,17643000,
1998-11-04,1989065,-0.1033450468,,3237918600,94113992009,0.1126060451
1998-12-29,2048071,-0.5,,12885000,7330000,0
1998-12-30,1956162,-0.2017181157,,5590627421,181661502711,0.00828003006
1999-02-02,2021670,-0.3787189592,,2209071674,4519307062,-0.01682320648
1999-02-10,1996562,-0.3217901558,,5738931819,3631931298,0.1580623563
1999-02-16,1971519,0.00335656772,1155243599,8990666996,8827496996,0.01276942775
1999-02-28,2023908,,20207243.16,456516334.1,533230155.2,
1999-03-01,1979229,,,58456073.53,43665854.15,-0.1232986982
1999-03-01,1983365,-0.2206513364,,81788325.88,297891646.6,0
1999-03-01,1984920,-0.1639284298,157540773,848632005.5,1021392211,-0.103660978
1999-03-01,1966585,-0.2281061321,,1156824147,2692913386,-0.06877587704
1999-03-01,1996480,-0.1112747696,114476075.1,4087219867,4502241066,0.009657334097
1999-03-01,1988560,-0.5444069394,,3635199193,6450126072,-0.01470536561
1999-03-01,2047493,0.1000178716,,9689632546,38079396325,0.01432229123
1999-03-05,1954291,8.498376286,46807000,609996000,648460000,-0.05170731707
1999-03-11,1972156,,799000000,93692000000,110068000000,
1999-03-15,1989464,-0.05656488057,,12636425648,445045702592,0.02338722781
1999-03-17,1954739,-0.446123056,,187853060,211811130,0.03144660437
1999-03-24,1967753,0.5401938949,,2159291000,38475839000,0.003410420258
1999-03-25,1954416,-0.007177033493,,1425396000,1125617000,0.09210526316
1999-03-31,1954245,-0.2275862069,,17985000,8938000,-0.1139240506
1999-03-31,1969036,-0.5416651097,,72711926,253384195,-0.435895578
1999-05-20,1988574,0.1590087432,,29869801.92,39418274.76,0.02021748235
1999-05-21,1988064,0.06654395239,,74868128325,406956150250,0.0307236986
1999-05-26,1954065,-0.2625820747,,80922415,58398961,0.02614372346
1999-05-31,1995136,,,34809057.02,15871674.03,-0.0600360925
1999-06-17,1955072,-0.4972617872,,,836303.9014,0.0006842145276
1999-06-17,1969863,,,1510005,4043015,0
1999-06-29,1955280,-0.08273031474,,2818541.328,18911283.2,-0.003727312138
1999-06-29,1976320,0.4355688674,,725982948.4,617308169.9,0.09533160848
1999-06-30,1966258,,,4229275874,1953727180,-0.01428570626
1999-10-08,1957233,0.8834076454,,220752425.5,744511160.9,0.0101506852
1999-11-17,1954165,,948000000,7952000000,4987000000,
1999-11-19,1989065,0.1773304087,,3486384000,95215472995,0.01472752953
1999-12-30,1956162,0.008493826888,,6458405009,172250051607,0.01559655115
2000-01-19,1984920,1.976064077,176079959.5,1212034413,1724183198,0.1437366546
2000-01-24,1988560,0.8462951034,,4253558250,7131470743,-0.1193276926
2000-01-25,1954165,,997000000,8331000000,5444000000,-0.05332167953
2000-02-11,2021670,0.1514821475,,2782638650,4704099208,-0.1361993034
2000-02-21,1996562,-0.4491082874,,5282723237,3539649379,0.01444976399
2000-02-23,1971519,-0.1818121923,2879000000,17791000000,19816000000,-0.02417563455
2000-02-25,1996480,0.0254851686,108453134,4167222542,6170212766,-0.007371276174
2000-02-29,1988574,0.04786469935,,8404300.452,57944186.86,-0.04149377033
2000-02-29,1988241,,2077000000,24356000000,30578000000,-0.08475283599
2000-02-29,2047493,-0.2850136752,,9944157187,39053429852,0.003695358797
2000-02-29,1989527,,1423333012,12156711377,40121586413,
2000-03-03,1954245,2.093112245,,20235000,10048000,0.5705958549
2000-03-08,1972156,,505000000,105366000000,113883000000,
2000-03-09,1989464,-0.01099476369,,15866224766,435520337451,0.0143778042
2000-03-14,1954739,0.1497233237,1500000,211827393,235808324,-0.005586569675
2000-03-15,1958970,,6390000,42166000,22840000,
2000-03-20,1969036,0.506457552,,71935507,255484786,-0.02727227281
2000-03-21,2023908,,20467821.78,449605914.5,531195544.6,
2000-03-21,1967753,-0.2159339716,,3858416000,72787833000,0.3216782246
2000-03-27,1954416,-0.2046511628,,1525375000,1227886000,0.08227848101
2000-03-29,1954291,-0.2304900181,185212000,1639839000,2471551000,-0.06277630416
2000-03-29,1966585,0.2143228589,,1423565785,3556166266,0.07443011946
2000-04-10,1981117,-0.2842189851,,45548272658,168152737114,0.04024839124
2000-04-28,1988064,0.1598923416,,74690482683,461303517862,0.02960497051
2000-05-26,1954065,0.587060416,,92544434,84803741,0.012047918
2000-05-30,1979229,0.3569271214,,70785209.71,47968874.17,0.01783512128
2000-05-30,1995136,1.507505824,,39851736.6,71946634.31,-0.04463681305
2000-06-14,1969863,-0.4262301136,,1686266,3853319,0
2000-06-15,1955072,-0.2080226279,,,749556.8505,0.002849002849
2000-06-29,1955280,-0.195843092,,2840966.937,17225952.77,-0.1388889914
2000-06-29,1976320,0.1749068842,,800409173.1,836302217.1,0.004002717506
2000-07-05,1966258,0.3613677513,,7382218123,1939096519,-0.004762224797
2000-08-30,1975701,,15399.956,45049.57601,11941325.97,0.1615276804
2000-10-06,1957233,0.7722649739,,247273030,951201625.3,-0.02839180522
2000-11-14,1989065,0.09066220283,,3027845999,89510372982,-0.01284660213
2001-01-17,1954165,-0.1151785741,1258000000,10773000000,8425000000,0.1197740148
2001-01-18,1958970,,6402000,71639000,219723000,0.8242562195
2001-01-18,1984920,-0.4112004803,222740243.8,2065267882,2285805537,0.06420958079
2001-02-18,1996562,,83394428.15,5347145345,3682606305,
2001-02-23,1996480,-0.01409438727,97357580.63,4674670953,6197930272,-0.03207831582
2001-02-28,1988574,0.1348115872,,13082088.48,71984712.92,0.01557181799
2001-02-28,1967753,0.3035236786,,10049800000,164921000000,0.02112675764
2001-03-01,1979229,-0.6751074132,,106844592.9,99271467.46,-0.009947834316
2001-03-01,1988560,-0.6618296277,,4647743664,7501030291,-0.07528415772
2001-03-01,2047493,0.5970824251,,10689298416,38379566764,-0.002644621458
2001-03-01,1989527,,3223086900,20663331480,39080044469,
2001-03-09,1971519,0.2415281298,2671000000,15804000000,18434000000,-0.03073383861
2001-03-14,1954739,0.1553016345,1500000,228028000,244464000,0.04999990948
2001-03-19,1954245,-0.64,,21130000,10504000,-0.1717791411
2001-03-20,2023908,,20199685.53,450883768.7,547368166.4,
2001-03-23,1954291,-0.8598452279,297579000,2761983000,2135169000,-0.07386363636
2001-03-28,1954929,-0.4375392354,17575144,442627,127965700,-0.06666667333
2001-03-29,1969036,0.009434702823,,66678116,267842364,0.02124081262
2001-04-03,1988241,-0.4577982355,1688000000,22967000000,30962000000,-0.1210133921
2001-04-04,1966585,0.2151349741,,1942409378,4353061094,0.01443363815
2001-04-09,1981117,0.1000492859,,47947925397,197788130419,0.01152799576
2001-05-25,1954065,0.3365010531,,121405601,88367645,-0.01418342017
2001-05-25,1988064,-0.1395949694,,86020906520,406662668152,-0.04831744613
2001-06-19,1955072,-0.088961612,,,176659.7118,-0.1788159805
2001-06-20,1969863,-0.2548557817,,3099966,4961360,-0.2048765463
2001-06-27,1983879,0.002880625411,,2267356137,15014382294,0.06476163698
2001-06-28,1976320,-0.2619562406,,706314691.5,698756318.7,-0.03120294848
2001-06-29,1955280,-0.06745663115,,2697085.997,15727167.05,0.00777515282
2001-07-04,1966258,0.01219017349,,7516195135,1928609201,0.01088964416
2001-07-11,1995136,-0.3460884489,,76213818.85,110912575.5,-0.03881525753
2001-09-21,1989464,-0.4208059677,,22651467439,621887517320,-0.08323363306
2001-10-05,1957233,-0.4348268633,,280793549.2,1141855881,-0.01736644793
2001-10-07,1972156,,389000000,149146000000,122498000000,
2001-10-25,1989065,0.2497608684,,2974701800,93618317114,0.03384307155
2002-01-16,1975701,-0.06510700036,829982.8368,266091.8209,11503250.01,-0.005296322724
2002-01-18,1958970,-0.7938907643,17601000,146013000,442577000,-0.122176561
2002-01-22,1954165,-0.5671713056,1349000000,8396000000,7986000000,-0.1080459528
2002-01-24,1954291,-0.2626315789,243888000,3122433000,1637547000,0.4383983573
2002-02-18,1996562,-0.02741926802,74952065.54,5327128290,3645526408,-0.004139811305
2002-02-26,1997022,,,1146266609,817824576.6,-0.009552799508
2002-02-28,1971519,0.1010079573,2773000000,16480000000,17985000000,0.02601703372
2002-02-28,1967753,-0.07180208232,,9559400000,171390000000,0.08143205246
2002-03-01,1988574,-0.09791873615,,9719561.365,71823929.47,-0.008251782256
2002-03-01,1988560,0.1756785638,,4891808686,7388345245,-0.06461486142
2002-03-01,1989527,,3023538609,19926170416,34077998784,
2002-03-01,2047493,0.1439590761,,11212159198,42036352241,0.04112540562
2002-03-05,1979229,-0.4083230277,,97410116.66,121422117,0.00815278371
2002-03-12,2023908,,22983498.35,504179396.5,572516383.8,
2002-03-13,1990267,,,39606195852,422656865319,-0.02745839653
2002-03-14,1954739,-0.02998035173,1000000,219167000,241571000,0.05940584164
2002-03-15,1961774,,,108845741.7,69729559.35,0.08181311142
2002-03-25,1981117,-0.1891155191,,44982923766,201688430529,-0.02258937635
2002-03-27,1954245,-0.1417910448,,21333000,11904000,-0.01709401709
2002-03-27,1969036,0.7360043368,,67646824,282086263,0.02843557785
2002-03-28,1954929,-0.005155553539,31357223,4554961,93546429,-0.05409060296
2002-04-01,1966585,0.3986841147,,2280087527,5060331354,-0.01712677779
2002-04-10,1996480,0.218215254,106904876.9,4938580396,6215065186,-0.02958253893
2002-04-12,1972156,,387000000,135211000000,111543000000,
2002-05-15,1989464,-0.2051664566,,22774386446,636921016569,0.003853809009
2002-05-24,1954065,-0.06714659592,,152917307,147043870,-0.00765338653
2002-05-30,2000706,0.1316011925,,285428105.2,195589027.1,-0.05970467509
2002-05-30,1983879,-0.2493037253,,3180386740,16490355866,0.03284684293
2002-06-12,1984920,-0.3836958617,401824292.3,1746057938,3449626053,-0.1475432705
2002-06-19,1955072,-0.2054518732,,,241035.3552,0.0632119151
2002-06-26,1979646,,,2590523.818,6070485.85,0.02313154666
2002-06-27,1976320,-0.2314655744,,679753727.6,645577148.6,-0.0314802607
2002-06-27,1988241,-0.4272574518,1570000000,23726000000,32344000000,0.0480778602
2002-06-28,1988064,-0.3422068948,,73485731214,479509232744,0.04897866195
2002-07-01,1969863,0.6499975663,,1778583,6347965,0
2002-07-31,1995136,-0.3820972902,,60065751.56,85688504.69,-0.160294758
2002-08-19,1966258,0.5553483987,,6193127585,1829589564,0.02261200363
2002-09-18,1955280,0.7907893441,,2830591.096,13987926.74,0.0371043593
2002-10-04,1957233,-0.6627907702,,280991030.5,1150327416,-0.1416628189
2002-12-20,1954165,-0.355992822,1169000000,6010000000,8203000000,0.04651168695
2002-12-24,1989065,0.1532395933,,3350976001,103088115016,-0.001344059147
2003-01-10,1975701,0.6280883734,994277.1602,462090.5401,10232327.66,-0.05370907731
2003-01-15,1956162,-0.1089975092,,6214420634,178006252850,0.04130500191
2003-01-16,1958970,-0.721860758,17005000,68330000,177926000,0.02502519737
2003-02-14,1996562,0.1369047548,91832324.98,7047773336,4603296240,-0.002030550682
2003-02-18,1997022,0.372793576,,1197639246,974576906.6,0.01085005184
2003-02-19,1954291,0.6350308642,251543000,3932936000,1990449000,0.0028395646
2003-02-28,1970632,,40494000,347848000,286892000,
2003-02-28,1967753,0.02847213609,,11359300000,180027000000,-0.004757360827
2003-03-01,1983365,,,128927763.7,275691582,0
2003-03-11,2023908,,27960219.68,633580377,691212260.7,
2003-03-11,1989527,,3782767393,22809423736,34368985732,-0.02951791446
2003-03-13,1954739,0.09427526473,1000000,212376000,235050000,-0.01111991919
2003-03-14,1984920,-0.7012815686,349250726.7,2108592959,3554406287,0.1084509431
2003-03-18,1981117,-0.1603945232,,56294555508,,-0.01211308956
2003-03-19,1954245,-0.2136752137,,21354000,12775000,0.04545454545
2003-03-25,1971519,-0.2621512638,3069000000,17841000000,21576000000,0.07108498945
2003-03-27,1954929,-0.363831308,39982656,3411518,89062618,0.03128621812
2003-03-27,1972156,,472000000,179431000000,152691000000,
2003-03-27,1989464,-0.4861571391,,17098573188,692153255595,-0.05364530081
2003-03-28,1961774,0.1122530304,,122516348.8,75786784.74,-0.0251384535
2003-03-28,1969036,-0.346375261,,83003898,326291001,-0.07704032849
2003-03-31,1979229,-0.3745772402,,68537455.7,68012464.87,-0.01570535869
2003-04-03,1966585,-0.03978309795,,3090785908,5882791328,0.008051000672
2003-04-06,1988560,-0.1287132105,,4809064519,6754471392,-0.01493944168
2003-04-07,1996480,-0.05291235001,104136534.6,5503268730,5631240960,0.07702687209
2003-04-18,2047493,0.1219836122,,12841379310,47116551724,0.03810946523
2003-05-07,1981391,,,26263369.75,365939620.5,0.02041315077
2003-05-27,1954065,-0.4259067497,,183369858,134036514,0.02402944652
2003-05-28,2000706,0.3633256521,,367965304.4,283104512.6,0.05708580137
2003-06-06,1966258,-0.06447844923,,7691654357,2357828656,-0.03336495817
2003-06-18,1955072,0.8044607158,,,28125.56188,-0.0258549398
2003-06-19,1979646,-0.6937117597,,6870301.903,5303476.405,0.1149771943
2003-06-26,1976320,-0.2681685725,,591904123.4,624388199.8,-0.007158890259
2003-06-26,1983879,-0.3217831392,,3727262823,19125988937,-0.04429096709
2003-06-30,1969863,0.1666666667,,2694251,7688638,0.07692307692
2003-06-30,1988574,0.1808589798,,13807508.61,100155487,-0.004135044357
2003-06-30,1988241,-0.6380388283,799000000,18295000000,29533000000,-0.090129387
2003-06-30,1988064,-0.1137255616,,72174362509,510747760165,-0.007074842126
2003-07-08,1990267,-0.1214355344,,49797307997,549446216491,0.06278663454
2003-07-12,1995136,-0.5746361047,,57603894.73,53029044.25,0.09565593178
2003-09-04,1955280,0.4015563218,,2687803.422,15245248.63,-0.01259339248
2003-11-06,1970005,,6000000,875188000,988545000,
2003-11-17,1957233,0.8748974183,,364675492.7,1392769535,-0.05116565754
2003-12-22,1954165,0.5302049828,1051000000,6056000000,6297000000,0.04647732369
2003-12-23,1989065,0.4222419159,,4783177800,143974535086,-0.0003248430463
2003-12-24,1975701,-0.3942288094,1276303.11,1349643.154,12177715.02,-0.04802870008
2003-12-24,1956162,0.71491747,,7943397666,211417346861,0.03533373717
2004-01-15,1958970,0.7048593023,17133000,61930000,146254000,0.01425081615
2004-02-02,1996480,0.8571988939,118765809.5,6035548582,6203687421,-0.08293894087
2004-02-05,1984920,1.524923996,385673392.2,1945443884,3617001261,-0.01952919695
2004-02-17,1997022,1.296568178,,1574737789,1242817481,0.02213060622
2004-02-18,1996562,0.5987143921,110214020.2,8031270024,5366920415,-0.01320621642
2004-02-20,1979646,1.594889897,,13097468.8,6729814.002,0.07924343627
2004-02-25,1954291,0.9842883549,257364000,5263699000,2162033000,-0.0430131491
2004-02-27,1967753,0.4324850498,,11248300000,189286000000,0.01783799524
2004-02-29,1983365,1.702718217,,175502458.7,292207938.2,0
2004-03-01,1988560,1.895343001,,4263920532,7346760230,0.1138677675
2004-03-03,1954245,1.375,,26961000,16096000,-0.1555555556
2004-03-08,1989527,,3614338690,22332509271,34953028430,
2004-03-09,1970005,,7000000,1008177000,1121877000,-0.02663676569
2004-03-11,1990267,0.8376827769,,59798554099,641159171670,-0.05096572196
2004-03-12,1954739,0.04377959508,750000,180233000,234123000,-0.02923074426
2004-03-12,2023908,,28473426,731140474.2,800857890.4,
2004-03-12,1971519,0.5519734409,3451000000,18849000000,23573000000,-0.01606549412
2004-03-15,1954929,0.2637499998,48526842,4449685,140079535,-0.06475484707
2004-03-15,1969036,0.294355496,,95102763,390093297,-0.09529466617
2004-03-16,1981117,0.2144645284,,72764073342,320794330164,-0.06472061522
2004-03-25,2017345,,515132.1398,6043182.316,1725534.04,
2004-03-25,1989464,0.8793927774,,19969411765,754638431373,-0.05201080377
2004-03-26,1961774,0.2779300659,,137443534.9,90856449.9,0.008791811897
2004-03-30,1988574,0.1372324737,,25940288.81,90524657.57,-0.0168220004
2004-04-09,1988241,,930000000,18795000000,30413000000,
2004-04-13,1966585,0.6393978787,,4426401257,7802888573,0.0384618113
2004-04-16,2047493,0.5680025089,,11431015247,78809966530,-0.03305780818
2004-04-29,1970632,,229605000,961874000,871458000,
2004-05-06,1981391,0.8288084864,,39025747.26,604150340.3,0.03969688072
2004-05-10,1979229,-0.03143325632,,65543342.8,55034395.09,-0.1200694875
2004-05-11,2000706,0.4293117994,,503408158.8,307378610.8,-0.02803580015
2004-05-26,1954065,0.2811390584,,136200541,120026495,-0.02372884898
2004-05-28,1972156,,584000000,201728000000,168091000000,
2004-06-21,1955072,1.3065657,,,4285843.109,-0.1444317238
2004-06-25,1983879,1.411323946,,4384112410,21635698386,-0.005654878722
2004-06-25,1988064,0.4227539962,,119549593299,545384241836,0.02294225446
2004-06-29,1979646,8.4690422,,12961604.38,7053397.725,0.09505038944
2004-06-29,1969863,-0.04285714286,,2915355,8172464,0
2004-07-08,1955280,0.7138296201,,2805079.003,18022849.44,-0.1247614274
2004-07-13,1995136,0.215322575,,59544482.29,50678392.88,0.2251234798
2004-08-19,1966258,-0.1314946668,,8521135452,2525995063,0.06169931952
2004-09-03,1969831,0.08849854371,,78733782,1388740768,-0.002702785766
2004-09-28,1975701,-0.2245762019,3746527.995,1661998.532,29653424.96,0.06130142829
2004-11-03,1957233,0.4885491796,,434353601.2,1453163105,0.03267853222
2004-12-13,1956162,0.2664358981,,9160833469,226895653589,-0.03461121021
2004-12-21,1954165,-0.1574106552,933000000,7181000000,7056000000,-0.01570245056
2005-01-11,1989065,0.1911135361,,6031066401,198191449018,-0.001461200015
2005-01-14,1958970,-0.2980175779,15668000,74630000,172791000,-0.07497503009
2005-02-03,1984920,-0.1519920881,457446532.7,3195563189,4204492547,0.01099195148
2005-02-18,1997022,0.8444161732,,1952437238,1508088389,-0.006006324702
2005-02-28,1971163,,,4098684.001,61050650.04,0.01349111638
2005-02-28,1967753,0.07360583822,,11943700000,195104000000,0.01156066734
2005-03-01,2017345,,445512.4654,6681457.591,1722115.816,
2005-03-01,1972326,,,34702029.24,22016747.14,0.04470727989
2005-03-01,1979229,0.463335349,,165680183.7,181240166.1,0.06390767113
2005-03-01,1993643,,,57823000,846832000,-0.01740644695
2005-03-01,2023908,,28715376.85,940935334.7,943470555.9,
2005-03-01,1996480,0.4263668859,124160242.5,7090249341,6881566867,0.02202605655
2005-03-01,1988560,0.5321364282,,5297630844,8144491487,0.02589201037
2005-03-03,1996562,0.3602854317,115561392,8506988838,5814156271,0.009125779534
2005-03-09,1954245,-0.05429864253,,24841000,18789000,-0.04566210046
2005-03-09,1990267,0.3446748137,,80757316584,762592275825,0.05584220637
2005-03-11,1954739,0.09174290563,750000,202861000,237944000,0.01211196854
2005-03-11,1954291,-0.181196984,30000000,6921124000,3248508000,-0.03068340307
2005-03-21,1971519,-0.1224705791,3858000000,21426000000,25616000000,-0.02655125009
2005-03-23,1961774,0.1220324349,,152887991.4,101483557.2,0.04438927961
2005-03-30,1970005,0.4295205861,8000000,1128600000,1353283000,-0.03124275299
2005-03-30,1970632,,395164000,3189223000,3313351000,0.00821320818
2005-03-30,1989464,0.2502124263,,45081912404,910636074891,-0.0009194082084
2005-03-31,2017766,,65415,1191509,11540316,
2005-03-31,1954929,-0.395306855,41717626,707073,133057947,-0.09946235012
2005-03-31,1969036,-0.1850987602,,102825678,661211562,-0.003466095555
2005-03-31,1970170,,,38596920,912295177,-0.009999895312
2005-03-31,1966585,0.4659824937,,6752108484,9760211675,0.0424963425
2005-04-04,1981117,0.249774557,,84806858242,360895638230,
2005-04-14,2047493,0.2393149497,,19265523073,83900297979,-0.02444760017
2005-04-19,2047855,,,5222490.128,96956288.18,0.01369767528
